day,month,year,traffic_source,total_sessions,unique_transactions,transaction_revenue,transaction_total,active_users,cost,clicks,impressions
10,3,2020,google,44603,234,7699.5,7890.86,154,554.51,21494,1068924
27,8,2020,google,30456,239,4696.25,4998.24,169,605.04,16177,684751
1,3,2021,google,39193,193,3864.25,4154.28,126,359.01,17898,965060
22,4,2021,google,39034,315,6677.05,7041.83,188,619.52,17652,1001944
20,9,2021,google,33600,390,9388.62,9837.12,251,317.54,10886,415233
18,2,2020,google,46458,216,6008.5,6169.96,136,1045.15,24563,927498
28,8,2020,google,39646,327,6349.25,6839.61,234,716.14,18268,820083
25,10,2021,google,44946,387,11076.01,11419.86,266,484.31,17721,749498
22,3,2021,google,29787,125,3476,3616.53,86,272.06,12405,779423
24,3,2020,google,39787,262,7051.75,7299.92,195,862.8,22286,1566274
15,5,2020,google,93247,1160,25464.05,26710.88,745,1880.03,50701,2708876
25,12,2021,google,62173,604,17869.87,18363.22,386,674.22,27605,1569412
21,11,2020,google,59617,210,5403.5,5636.72,134,746.48,30230,1197842
16,2,2021,google,37458,84,2193.5,2283.2,61,370.39,19487,982958
21,6,2020,google,68476,1304,32376.69,33533.82,908,1378.34,37117,1922219
18,7,2021,google,21333,177,3536,3763.24,115,123.21,5846,181849
9,1,2021,google,39704,197,5495.25,5728.47,161,489.67,20848,967835
10,12,2020,google,99895,348,8564.75,9019.23,235,1604.67,75400,3986928
19,7,2021,google,19886,187,4135.25,4347.54,120,102.81,5057,139217
24,8,2021,google,31969,289,5437,5849.62,202,364.87,11769,616986
9,1,2020,google,45871,295,10344.75,10524.15,204,467.85,20774,1002203
1,2,2021,google,37613,111,2575.25,2742.69,91,378.41,20675,1273159
15,9,2020,google,33163,234,4814.5,5107.52,158,658.27,16411,753580
13,2,2021,google,36956,91,2370.75,2481.38,62,417.9,19130,860742
1,8,2020,google,30467,158,3244.75,3445.08,99,512.19,17599,995466
15,3,2021,google,34098,148,4242.5,4377.05,99,302.94,14769,837113
5,7,2021,google,38091,395,7144.75,7644.08,263,441.94,15447,805428
4,7,2021,google,34830,337,6138.85,6575.39,239,422.35,14897,780161
29,8,2020,google,47644,511,9217,9940.58,341,648.57,19421,789608
27,8,2021,google,30868,343,7177.5,7658.89,236,418.5,11956,620043
26,8,2020,google,29099,209,4065.75,4334.85,148,587.97,17686,691363
11,3,2020,google,36717,277,8901.25,9062.71,197,516.81,16115,987913
13,7,2021,google,30751,288,5749.75,6087.62,188,294.96,9842,401873
21,8,2021,google,28717,329,6452.75,6993.94,221,321.49,9935,497191
1,2,2020,google,40821,153,5098.25,5173,101,536.06,19983,966170
14,2,2020,google,62205,395,11459.25,11791.14,285,1260.91,32176,1573050
8,1,2020,google,44647,360,13425.5,13646.76,264,418.01,20524,1017556
25,11,2020,google,101979,621,13725.5,14523.83,439,2599.82,69494,3071820
12,3,2021,google,32785,174,3623.95,3875.11,120,326.8,13382,729302
22,11,2020,google,84152,279,6641.55,6949.52,185,1382.65,50735,1757856
9,2,2021,google,41211,148,4903.5,5055.99,95,479.11,20944,1227593
9,4,2020,google,64739,871,20367.5,21369.15,635,1064.52,26446,2035928
11,10,2021,google,39570,364,10490.38,10813.3,230,346.14,12171,543958
30,12,2020,google,36609,205,4944.1,5195.26,168,395.15,16131,651829
14,10,2021,google,40063,329,8912.48,9208.49,225,439.99,13822,654809
23,2,2021,google,40065,144,3143.25,3337.6,109,449.74,21507,1443962
8,2,2021,google,38192,135,3658.75,3814.23,82,497.28,19341,978686
25,3,2020,google,39538,203,5677.43,5850.85,152,860.95,23103,1523903
5,2,2020,google,43110,221,6766.25,6918.74,152,649.04,19076,925435
16,6,2021,google,44268,603,10662.75,11464.07,395,579.53,18178,991560
16,2,2020,google,51494,173,4388,4525.54,108,993.55,29113,1218942
28,10,2021,google,39847,346,9403.25,9699.26,227,471.02,15708,571921
9,7,2020,google,46486,542,11346.38,11992.22,401,982.04,23587,1133553
30,5,2020,google,54200,468,12453.5,12967.78,333,885.29,27557,1524762
22,10,2021,google,38069,342,9452.41,9751.41,248,437.63,14514,657250
14,8,2020,google,35159,314,7005,7366.79,231,535.65,22491,989580
20,4,2021,google,39534,189,3662.75,3928.86,126,653.75,19580,1489495
23,2,2020,google,49550,260,6713.5,6958.68,170,684.94,24982,1443095
3,2,2020,google,42794,185,6309.25,6404.93,120,557.13,19888,816071
16,10,2020,google,51085,346,6228.25,6688.71,229,885.94,26538,1477899
30,4,2021,google,46860,467,9351.5,9949.5,311,763.95,20736,1055186
20,11,2021,google,43459,342,8896.2,9159.32,219,378.86,12584,477163
20,9,2020,google,41393,305,6541.5,6978.04,221,895.32,23088,1154410
14,7,2021,google,29265,251,5369.9,5656.94,171,280.43,9358,358375
21,3,2020,google,34298,271,7399.5,7626.74,195,812.5,19724,1303784
27,7,2021,google,25905,285,6273.71,6602.61,205,235.28,7625,342139
26,8,2021,google,30995,304,5839.88,6294.36,206,359.19,11416,594579
14,10,2020,google,43753,269,5073.25,5458.96,182,843.66,22999,1294297
25,1,2020,google,35400,202,7045.5,7168.09,131,473.18,18537,900126
6,6,2021,google,36954,382,8301.76,8705.41,260,358.18,14761,660860
17,10,2020,google,51082,330,5927.73,6427.06,216,904.71,28462,1485949
5,11,2020,google,59089,349,8194.75,8643.25,239,688.85,25947,1312546
20,6,2020,google,68316,1248,33571.14,34569.8,884,1373.3,36095,1818064
11,8,2020,google,40924,365,8367,8779.62,271,564.25,25383,857086
24,10,2021,google,44871,388,10927.68,11256.58,269,517.94,19034,772408
27,2,2020,google,51676,320,8602,8903.99,202,683.49,25141,1284194
1,7,2021,google,35659,298,5573.5,5941.27,203,443.04,14885,801408
2,8,2020,google,33497,220,5018.63,5245.87,155,540.26,20196,1104965
31,5,2020,google,54071,484,11345,11954.96,322,881.79,28633,1539996
7,1,2020,google,47418,309,10377.25,10604.49,212,402.33,21512,1048852
22,9,2020,google,39747,337,7069,7505.54,242,647.85,17687,808878
15,7,2021,google,26387,232,4974.55,5246.64,152,241.6,8501,327638
10,9,2020,google,34397,252,5139.26,5459.19,177,652.86,15468,726124
3,10,2020,google,41108,227,4587.5,4880.52,164,799.32,22181,1477773
6,7,2021,google,38698,322,5958.45,6397.98,223,441.14,15522,830892
31,12,2020,google,29011,153,3366.63,3546.03,121,344,13006,594069
13,8,2020,google,34992,303,6590.05,6954.83,229,534.28,22303,1027458
29,2,2020,google,52714,224,6107.5,6307.83,147,763.29,31736,2625671
28,7,2021,google,24927,254,5366.5,5725.3,171,262.08,8302,413016
6,2,2020,google,44030,233,7773.13,7916.65,164,717.78,20257,991570
21,9,2020,google,44293,262,5820.25,6110.28,175,916.29,22834,1254703
22,3,2020,google,34918,279,7337.15,7645.12,193,886.36,20959,1434768
23,3,2021,google,31050,125,2655,2837.39,84,329.33,13576,784679
15,8,2020,google,32629,214,4740.25,4976.46,154,527.65,21967,954487
15,2,2020,google,54708,170,4722.5,4845.09,114,1190.43,31631,1687250
20,8,2021,google,30282,304,7290.88,7691.54,217,363.95,10319,581153
5,10,2020,google,43424,310,5836.5,6285,233,919.9,22979,1469832
25,8,2020,google,30817,227,4345.75,4647.74,164,603.21,19714,897853
29,7,2021,google,25147,228,4334,4618.05,165,254.8,8130,404306
23,11,2020,google,91900,469,10042.8,10622.86,314,1588.24,55614,2115969
13,8,2021,google,25657,251,6385.23,6648.35,188,257.03,7871,361464
2,1,2021,google,32559,149,3263.5,3487.75,116,330.41,14696,692901
26,3,2021,google,30993,112,2680,2811.56,77,285.4,12729,723165
10,11,2020,google,65342,370,9917.45,10318.11,246,1365.7,33240,2065031
17,2,2021,google,40400,90,2249.5,2339.2,51,367.63,22330,1064589
17,8,2020,google,35357,275,6687.75,6989.74,196,603.78,22668,1068180
18,10,2020,google,54181,362,6208.75,6770.87,261,929.48,30474,1562848
21,11,2021,google,43453,352,10135.85,10404.95,223,394.49,13990,554155
12,11,2020,google,71248,396,10188.25,10663.66,277,1866.1,40353,2412053
8,7,2020,google,41943,498,12098.45,12588.81,353,859.07,20735,1183993
2,2,2021,google,38902,89,2544.75,2658.37,72,456.33,22772,1280055
23,9,2020,google,40516,343,6887.75,7348.21,237,718.73,19109,1172699
28,2,2020,google,52787,265,7036.45,7293.59,193,727.85,30276,2904763
19,10,2020,google,53256,310,5324.5,5820.84,223,799.14,26632,1594278
20,5,2020,google,52568,362,8920,9329.63,239,946.73,28741,1711493
9,6,2021,google,38773,417,8270.63,8737.07,277,441.53,15740,910592
4,2,2021,google,37397,99,2660,2773.62,82,445.38,21486,1320426
13,2,2020,google,67330,482,10066.75,10619.9,353,1361.73,34359,1694874
25,3,2021,google,30658,148,3716.5,3877.96,104,298.67,12762,707969
23,8,2021,google,32401,257,5539.63,5868.53,170,355.42,11238,610337
27,12,2020,google,46636,206,4307.5,4567.63,161,461.39,23942,1041201
27,11,2021,google,75343,821,24152.45,24864.07,524,1151.2,33988,2743913
20,3,2020,google,35595,287,7807.53,8016.83,222,770.12,19903,1445175
5,2,2021,google,34778,82,3482,3547.78,64,439.72,18782,1095904
24,9,2020,google,40060,282,6618.5,6944.41,209,740.97,20411,1451613
11,3,2021,google,34176,147,2251.75,2502.91,100,330.89,14723,879881
11,11,2020,google,82385,545,13251,13926.74,396,2347.01,46433,2840100
3,2,2021,google,41689,100,2451,2555.65,74,465.55,25168,1287066
22,8,2021,google,28878,301,6041,6546.31,199,327.03,9668,493934
18,8,2020,google,36504,327,6854.25,7272.85,243,670.83,22768,888143
16,7,2021,google,24619,210,4533.4,4784.56,148,170.21,6584,218441
6,10,2021,google,36479,284,7792.63,8121.53,203,254.43,10356,507165
11,9,2020,google,36323,219,5059.33,5328.43,160,748.31,18838,892840
27,10,2021,google,41047,347,9189.07,9497.04,255,447.3,15700,612792
28,4,2020,google,39513,330,7802.25,8146.1,214,633.31,19013,1055097
10,7,2020,google,49338,638,13209.75,14011.07,425,1058.07,26292,1245361
4,8,2020,google,37831,249,5617,5880.12,168,620.95,20739,1020598
4,2,2020,google,44690,380,11806.5,12015.8,289,556.65,18516,820168
11,8,2021,google,28661,246,5672,5971,189,356.14,9544,441128
19,2,2020,google,42329,200,5385.75,5568.14,130,826.43,21736,948731
20,5,2021,google,44129,435,10557.01,10853.02,277,626.11,20544,1182622
14,3,2021,google,32232,134,3335.5,3499.95,82,316.26,14279,773140
7,6,2021,google,36830,355,7832.39,8140.36,219,361.23,13724,684529
11,9,2021,google,33276,284,7003.5,7362.3,194,405.61,12558,520138
23,10,2021,google,38004,313,8760.18,8999.38,218,470.31,15959,693662
2,7,2021,google,34439,297,6221.05,6546.96,196,416.43,14333,807944
20,12,2021,google,75026,784,26456.88,26998.07,507,969.05,35921,3993032
21,10,2021,google,38621,352,10309.7,10599.73,253,432.16,14649,684980
6,1,2020,google,49108,304,9516,9749.22,234,397.96,23316,1113094
13,4,2020,google,37893,324,7589,7956.77,213,616.45,17080,807554
10,3,2021,google,32742,159,3231.7,3485.85,106,343.89,13380,850712
30,1,2020,google,36980,229,7240.98,7369.55,165,489.98,13651,577643
12,11,2021,google,55881,142,3413.13,3559.64,123,1148.08,23061,1222712
10,10,2021,google,38785,388,9664.94,10008.79,271,328.18,12679,492683
24,3,2021,google,30448,158,3652,3846.35,111,284.57,12118,756775
7,3,2021,google,40239,230,3613,4016.65,150,312.37,16499,931371
16,3,2021,google,34587,132,2547.25,2741.6,94,357.4,14451,773495
12,2,2020,google,56634,298,8213.6,8488.68,218,1120.32,27950,1259438
31,1,2021,google,41661,206,4960.25,5211.41,164,415.51,21131,1205920
5,1,2020,google,47907,350,12253.63,12442,248,458.69,25354,1188059
30,8,2020,google,50148,630,10862.83,11804.68,408,672.59,21101,837902
19,2,2021,google,40626,101,2331.75,2430.42,66,427.14,21739,1626133
15,4,2021,google,27747,147,3245.25,3394.75,104,376.16,11963,623481
8,3,2021,google,35229,181,3129.13,3425.14,121,284.43,13371,693772
4,8,2021,google,23651,220,4662.5,4913.66,156,282.77,7675,302411
5,8,2021,google,23443,234,5303.5,5626.42,169,273.14,7553,288396
3,6,2020,google,48623,334,8161.88,8419.02,240,835.52,23666,1351300
18,2,2021,google,38454,116,2923.75,3070.26,80,470.37,19839,1253398
18,9,2020,google,32410,235,5305,5606.99,157,627.86,16690,875652
13,4,2021,google,24713,118,2288.25,2449.71,91,344.98,10554,699945
18,6,2020,google,65108,972,27612,28449.2,671,1406.3,31688,1655351
18,8,2021,google,26268,268,5827.13,6221.81,199,302.68,8256,441434
13,11,2021,google,46569,128,2942,3097.48,110,899.36,19317,698929
28,4,2021,google,42355,449,10098.13,10495.8,293,768.1,19153,1135589
30,1,2021,google,47046,164,3662.75,3887,128,506.19,25285,1364664
7,3,2020,google,49220,207,5441.75,5633.11,137,736,27366,1360239
26,2,2020,google,47956,278,8042.13,8272.36,193,679.7,25159,1301299
4,6,2020,google,53223,361,9360.25,9602.44,253,894.77,25828,1434085
16,8,2020,google,30876,189,4170.15,4370.48,129,517.77,19888,835166
6,8,2021,google,23612,261,5318.38,5665.22,188,270.81,7477,310741
9,10,2021,google,38681,370,10650.5,10961.46,266,317.22,11946,511073
9,12,2020,google,88717,365,8576.88,9025.38,238,1270.95,61223,3520658
26,4,2020,google,37999,269,5666.75,6028.54,178,652.98,20095,1121811
8,6,2021,google,40462,382,8142.13,8456.08,240,494.94,17937,1038239
1,11,2021,google,46698,356,10573.84,10839.95,237,667.27,17605,2627753
5,10,2021,google,36872,336,9244.88,9555.84,234,301.82,11488,532400
12,9,2021,google,35004,374,8652.7,9092.23,257,437.39,14109,586573
31,8,2020,google,47880,653,12979.3,13831.45,448,670.25,19622,1043539
14,4,2021,google,24792,113,2856.5,2994.04,80,281.9,9684,575159
19,8,2021,google,29472,301,6902.63,7252.46,218,367.11,10741,636863
1,4,2021,google,30886,155,3262.5,3447.88,94,309.08,13031,864408
17,6,2020,google,47059,514,13610.6,14062.09,344,817.32,20483,1041084
11,7,2020,google,48321,475,9293.25,9918.16,325,1017.4,27653,1264963
25,4,2020,google,37185,279,7376.25,7750,183,645.09,19266,1078855
26,11,2021,google,113362,1470,43334.36,44536.34,983,1661.38,59150,3264503
29,4,2021,google,40974,370,8396.01,8802.65,233,720.6,19109,1094433
21,5,2021,google,40675,391,10198.51,10515.45,257,619.82,18635,845984
7,10,2021,google,35846,321,8839.65,9156.59,216,248.51,10094,503866
5,3,2020,google,55129,378,9889.63,10263.38,261,726.88,27363,1388391
28,9,2021,google,34565,299,7569,7876.97,202,293.62,10889,478237
27,7,2020,google,41353,325,7126.25,7497.01,239,714.86,22120,1065692
28,11,2021,google,67259,1024,32580.89,33445,695,558.91,25834,1865636
26,11,2020,google,108598,657,14336.25,15149.53,447,2998.95,72613,3619965
3,8,2020,google,35557,200,4123.25,4368.43,147,538.97,20438,1043849
26,9,2021,google,32871,325,9026.25,9379.07,229,301.64,11727,494275
13,9,2021,google,37278,373,8416.75,8910.1,269,407.17,13379,617243
30,6,2021,google,37520,403,6915,7462.17,282,451.17,14799,790319
23,5,2021,google,45429,562,12885.26,13474.29,380,622.08,19510,921888
27,9,2021,google,34259,284,8071.25,8340.35,205,294.64,11356,525046
22,5,2021,google,49492,590,13288.13,13886.13,389,694.79,21867,1067958
19,3,2020,google,32811,137,3818.75,3959.28,95,687.27,18859,1321181
1,10,2020,google,48301,422,8250.63,8806.77,309,866.24,23523,1716849
21,12,2021,google,74998,733,21671.2,22287.14,468,1027.44,36258,4019246
17,3,2020,google,34791,187,5644,5802.47,127,610.59,20236,1392387
15,11,2021,google,45452,101,2016.58,2115.25,89,652.87,15377,623276
5,6,2020,google,49862,414,10364.75,10702.62,293,815.97,23629,1344176
27,4,2020,google,36628,262,6172.38,6450.45,189,631.76,19191,1066584
6,3,2020,google,49942,245,7133.15,7366.37,166,683.49,25331,1295308
7,8,2021,google,23441,271,5145,5539.68,191,293.29,8265,355980
29,10,2021,google,40097,343,10368.08,10610.27,225,485.07,15509,1067561
6,6,2020,google,49147,442,10915.5,11244.4,304,895.9,25579,1429613
22,12,2021,google,62865,714,20122.97,20774.79,477,653.85,24507,1543075
22,8,2020,google,30990,219,5376,5615.2,168,644.81,20540,977813
28,8,2021,google,30105,333,5995.75,6524.98,231,339.31,11208,557083
16,4,2021,google,32812,232,5105.88,5351.06,156,492.19,14631,1017877
23,4,2020,google,35484,271,5342.25,5707.03,177,634.98,18335,1040988
14,11,2021,google,51190,132,3016.38,3153.92,116,916.42,20997,698475
23,5,2020,google,54208,348,9082.75,9462.48,248,1002.9,31271,1706345
20,10,2020,google,55025,379,7486.25,8036.41,260,759.33,26188,1475573
4,3,2021,google,33712,185,3439.75,3723.8,132,324.39,14642,726149
20,8,2020,google,37071,300,6268,6647.73,206,1024.95,25279,1355840
21,10,2020,google,51164,303,6677,7125.5,208,711.39,25424,1456864
14,9,2021,google,36584,294,7726.63,8031.61,206,396.91,13372,634962
2,3,2020,google,48792,210,6727.5,6871.02,143,578.47,25370,1183103
3,3,2020,google,49355,216,6667.01,6819.5,145,663.59,26879,1301742
26,7,2020,google,39251,335,6630.5,7105.91,239,680.2,21905,1018806
10,4,2020,google,56255,656,16743.8,17449.44,449,919.94,24301,1843617
12,7,2020,google,51030,507,9799.1,10477.83,341,1020.72,29092,1309179
3,4,2021,google,33199,158,3029,3232.32,97,447.37,15729,1041232
7,6,2020,google,50187,522,13528.63,13884.44,351,889.18,26301,1440288
21,9,2021,google,35762,377,10502.1,10887.81,251,348.78,11712,435760
9,3,2021,google,36970,164,3110.75,3373.87,111,352.13,16189,919615
7,7,2021,google,35531,277,5553.85,5897.7,199,427.88,14058,704227
12,4,2020,google,48915,489,11472.5,12034.62,300,850.33,23966,1320487
15,3,2020,google,44941,246,7752,7955.32,178,654.46,25222,1344098
3,3,2021,google,35446,125,2587.5,2775.87,96,332.58,16369,949853
21,8,2020,google,38070,241,5783.25,6052.35,159,927.12,26281,1262611
28,7,2020,google,41292,323,7347.25,7712.03,220,689.6,21139,996396
23,4,2021,google,41323,312,7009,7391.72,171,719.38,20154,1062334
23,11,2021,google,54527,570,20699.66,21118.26,396,451.08,16733,643512
30,12,2021,google,74637,758,21080.98,21708.88,518,860.16,37901,2401276
22,11,2021,google,51840,456,13561,14003.52,310,396.9,13722,375531
15,10,2021,google,39238,360,9756.56,10103.4,252,442.41,13985,597352
29,3,2020,google,39128,341,8943.15,9233.18,248,756.27,21352,1266743
2,3,2021,google,38106,147,3111.75,3365.9,94,425.14,18312,898960
29,8,2021,google,30382,340,6684.75,7172.12,252,337.17,11439,573046
19,6,2020,google,65276,1191,31977.5,32832.64,856,1248.55,33186,1812810
1,8,2021,google,18631,237,4917,5213.01,158,99.84,2775,292296
30,11,2020,google,89755,467,11093.13,11738.97,348,1992.45,63901,3187992
25,7,2020,google,39630,353,7435.5,7851.11,241,682.2,21727,1069427
24,4,2020,google,35044,247,6194.25,6481.29,163,612.7,18325,1060172
26,4,2021,google,41238,271,4945,5393.5,183,695.69,19636,1185847
22,10,2020,google,45921,277,5917.13,6252.01,187,638.48,22019,1230934
8,6,2020,google,54126,463,12150.8,12524.55,326,853.99,25871,1440884
18,10,2021,google,43606,326,9694.25,9948.4,225,477.9,16224,668063
11,4,2020,google,48038,494,11180.25,11754.33,317,835.55,22688,1854624
24,10,2020,google,42147,222,4313.25,4648.13,151,649.84,21556,1090387
23,8,2020,google,33855,259,5932.75,6204.84,181,649.49,21819,818839
17,3,2021,google,35603,147,3414.25,3599.63,101,333.68,14752,859431
19,10,2021,google,41022,328,9346.38,9630.43,211,460.26,15516,694902
9,6,2020,google,52703,494,13247.8,13603.61,348,890.24,25743,1478376
25,9,2020,google,36769,256,5388.55,5720.44,162,622.81,18039,1010856
1,7,2020,google,37087,289,6848.5,7153.48,209,312.94,7936,463235
16,10,2021,google,40621,335,8945.38,9220.46,227,496.18,15809,623008
31,5,2021,google,52559,596,11275.76,12002.33,412,835.99,24428,1158885
9,7,2021,google,34070,288,6128,6453.91,192,333.95,12977,642509
18,3,2021,google,34843,162,3319.25,3537.52,102,371.89,15035,804491
23,9,2021,google,40502,450,11219.13,11724.44,314,341.55,11511,484268
8,10,2021,google,37501,315,8475.36,8807.25,215,286.09,10946,487236
15,8,2021,google,23627,245,5972.56,6223.72,170,243.64,7729,360930
19,3,2021,google,35406,170,3969.5,4169.83,115,384.6,15113,846356
10,9,2021,google,35556,312,6791.33,7209.93,196,418.07,13595,663679
16,8,2021,google,25819,253,6406,6702.01,180,242.14,7899,389546
2,8,2021,google,23423,196,4253.5,4483.73,145,251.39,6817,256205
28,3,2020,google,36265,337,8040.55,8348.52,242,731.28,20692,1255026
2,7,2020,google,44538,409,9422.25,9837.86,270,685.95,19218,1186184
5,3,2021,google,35930,158,2562.25,2843.31,107,313.68,14999,804114
21,4,2020,google,32360,248,5259,5590.89,173,485.79,12865,628344
1,10,2021,google,34533,254,7054.9,7306.06,178,297.88,11651,505142
3,1,2020,google,47759,311,10631.56,10870.76,232,394.39,21867,984973
1,3,2020,google,49007,223,5768.75,6004.96,163,585.89,26979,2179051
18,3,2020,google,35684,139,4052,4150.67,94,707.57,20797,1467352
10,10,2020,google,46855,240,5655.75,5942.79,181,807.13,25388,1500495
14,3,2020,google,39521,168,5162.75,5270.39,121,611.96,21649,1235336
2,4,2021,google,33485,135,2906.25,3055.75,86,450.81,16150,1310124
11,11,2021,google,74179,210,4970.95,5177.26,180,1680.11,31474,2148147
15,7,2020,google,45123,445,8826.87,9383.01,300,840.99,24505,1197470
31,12,2021,google,63526,891,25565.01,26252.71,617,705.26,34154,2222594
29,7,2020,google,38793,255,6055.5,6312.64,171,635.74,20994,986442
25,10,2020,google,43712,266,5912.88,6238.79,178,663.6,22298,1115228
10,4,2021,google,34809,125,1934,2152.27,82,540.52,18102,1157189
8,7,2021,google,36228,314,6871.75,7218.59,227,434.52,14119,729396
22,9,2021,google,35235,371,9036.5,9422.21,267,327.28,10587,442608
10,11,2021,google,70440,149,3577,3720.52,128,2007.1,34316,2607009
25,4,2021,google,42064,294,6016.5,6435.1,181,693.77,22009,1393199
9,2,2020,google,54355,257,8190.05,8378.42,173,912.96,30588,1561610
11,10,2020,google,46416,225,4570.25,4887.19,149,783.17,25585,1491103
17,10,2021,google,44971,490,13809.44,14195.15,353,511.52,16895,665903
4,10,2021,google,35821,325,9462.85,9746.9,215,270.52,10876,495833
27,4,2021,google,39158,314,7019,7341.92,204,700.4,19594,1067484
13,3,2020,google,38419,188,5285.63,5435.13,140,643.96,20982,1290502
29,11,2021,google,52445,874,25348.03,26101.51,624,244.93,13002,877410
25,11,2021,google,90212,941,28800.64,29572.06,657,1114.2,42334,1988422
13,7,2020,google,51077,475,9676.63,10367.32,315,1018.49,27458,1293424
4,3,2020,google,49940,222,6203.25,6355.74,155,724.52,26748,1305611
17,8,2021,google,26448,288,6365.5,6763.17,209,264.06,8126,425327
24,8,2020,google,35205,215,5016.13,5252.34,145,756.12,22787,1415603
20,4,2020,google,33457,288,6171,6565.68,189,477.85,13908,677599
3,8,2021,google,23545,220,5149.75,5391.94,154,282.03,7710,350707
7,2,2020,google,50076,332,10523.18,10738.46,229,785.57,24038,1212250
14,7,2020,google,48439,530,10334.5,11046.12,353,889.48,24864,1204603
8,2,2020,google,51166,251,7256,7450.35,190,808.96,26775,1369904
24,9,2021,google,36565,365,9108.55,9521.17,265,316.52,11255,473611
16,7,2020,google,46676,441,8224.63,8777.78,301,902.35,25308,1305995
30,5,2021,google,54012,628,11119.43,11935.7,426,846.76,27013,1245735
17,7,2020,google,53961,677,13136.71,13967.93,467,1049.31,28322,1303059
3,10,2021,google,36150,339,8912.92,9229.86,225,312.91,12859,546985
30,9,2020,google,53158,584,10926.38,11805.44,397,1012.81,25788,1619478
30,11,2021,google,37496,438,13059.15,13522.6,296,86.2,5443,70645
24,4,2021,google,46905,284,5415.5,5819.15,166,821.61,24592,1751471
6,3,2021,google,38486,229,3994.13,4418.71,156,347.8,17293,876536
24,11,2021,google,73685,739,25716.02,26224.32,502,892.25,31270,1505404
22,4,2020,google,31206,255,6217.75,6489.84,171,539.65,14048,784269
23,10,2020,google,44639,233,4578.2,4889.16,156,639.37,21163,1233158
25,9,2021,google,33714,299,7179.6,7547.37,217,309.23,11573,474106
3,7,2020,google,41714,359,8661.26,8978.2,244,713.43,20444,1217317
17,4,2021,google,36379,200,4180.25,4416.46,135,612.98,18440,1178375
2,10,2021,google,33928,279,8068.8,8340.89,202,276.98,11255,452399
11,4,2021,google,33156,141,2469.75,2696.99,97,464.54,16688,1029626
16,3,2020,google,36035,153,4573.5,4666.19,105,497.69,19770,1253061
12,4,2021,google,31842,138,2676,2864.37,101,433.62,15447,1070435
6,9,2020,google,34060,251,5434,5712.07,166,686.51,17942,796052
10,1,2020,google,47793,340,11061.75,11348.79,248,522.75,21879,1105058
14,8,2021,google,22827,213,5695.75,5958.87,148,233.43,7613,370410
6,1,2021,google,43783,184,5086.4,5295.7,147,382.63,23447,1134514
4,10,2020,google,40602,251,4125.5,4523.17,163,816.18,21540,1665734
16,9,2020,google,34582,273,5824.29,6147.21,176,634.1,16059,812114
24,5,2021,google,45733,501,9806.73,10425.66,352,508.64,16439,845128
24,7,2020,google,40767,331,7749.25,8087.12,216,687.75,21651,1061298
14,12,2021,meta,47638,50,1314,1388.75,21,171.57,42624,1004004
1,5,2020,meta,20319,23,442,468.91,11,,,
22,6,2020,meta,8804,36,694.25,718.17,25,,,
10,1,2021,meta,27735,21,554.5,554.5,13,148.54,20050,406770
14,12,2020,meta,30124,72,1060.5,1099.37,39,311.25,22446,502553
7,11,2020,meta,15267,7,121.5,133.46,2,125.44,11508,317945
28,12,2020,meta,16923,5,121,126.98,3,134.2,14255,283460
8,4,2020,meta,9567,10,206,217.96,8,,,
8,11,2020,meta,15951,15,310.25,331.18,6,105,12043,329263
15,5,2021,meta,33532,13,244,270.91,6,300.97,31146,1076975
8,11,2021,meta,41038,16,282.75,306.67,13,881.66,34252,1161543
15,12,2020,meta,34824,62,1115.5,1208.19,38,246.36,21858,512498
23,6,2020,meta,6338,6,80.5,92.46,5,,,
16,5,2021,meta,40642,13,211,228.94,8,331.04,37898,1235167
29,12,2021,meta,47857,52,1155.81,1224.58,26,349.8,45018,1084325
30,7,2020,meta,8660,6,116,121.98,3,200.28,6217,495134
29,12,2020,meta,11997,7,302.5,311.47,3,109.42,9318,202495
24,1,2021,meta,24204,10,310.5,322.46,6,136.82,18476,365314
1,12,2020,meta,19438,6,58.5,73.45,4,151.33,16206,344451
5,9,2021,meta,19187,38,665.25,722.06,8,300.06,17727,453639
29,5,2021,meta,44324,95,1349.75,1493.27,36,390.3,36943,774409
24,1,2020,meta,5059,7,207.5,213.48,6,,,
6,4,2020,meta,5295,10,213,224.96,6,,,
21,6,2021,meta,35833,110,2120,2206.71,44,329.6,27309,722963
8,4,2021,meta,25198,13,267.75,285.69,7,173.55,22991,541045
12,1,2021,meta,28282,13,317.25,329.21,8,171.76,24402,471810
8,9,2020,meta,9763,15,353.75,371.69,10,128.46,7580,425805
1,5,2021,meta,33152,22,427.5,469.36,8,361.4,30911,926355
25,6,2020,meta,7194,12,370.75,379.72,9,,,
17,5,2020,meta,19924,52,1101.5,1155.32,27,,,
7,9,2020,meta,9994,12,353.75,356.74,5,155.34,8620,485459
6,11,2021,meta,32827,12,162.5,183.43,10,709.77,27226,1052245
16,12,2021,meta,32857,30,860.5,896.38,15,146.26,29666,701364
16,5,2020,meta,20246,43,1001.5,1046.35,27,,,
18,5,2020,meta,15131,16,323,340.94,8,,,
17,12,2021,meta,23360,19,545,550.98,6,87.2,20495,501742
2,5,2020,meta,14691,16,452.5,461.47,8,,,
24,6,2021,meta,29820,56,1030,1083.82,30,307.78,25529,702839
