day,total_sessions,traffic_source,traffic_medium,device_category
2020-06-03,8579,google,organic,desktop
2020-06-03,593,instagram.com,referral,mobile
2020-06-03,21,instagram,organic_social,tablet
2020-06-03,7875,meta,cpc,mobile
2020-06-03,1,l.instagram.com,referral,tablet
2020-06-03,917,email,crm,mobile
2020-06-03,3421,rtbhouse,cpc,mobile
2020-06-03,249,google,organic,tablet
2020-06-03,1,m.facebook.com,referral,tablet
2020-06-04,2,lm.facebook.com,referral,mobile
2020-06-04,11,youtube,cpv,mobile
2020-06-04,212,meta,cpc,desktop
2020-06-04,6,instagram,influencer,tablet
2020-06-04,9761,google,organic,desktop
2020-06-04,4921,instagram,organic_social,mobile
2020-06-04,70,instagram,organic_social,tablet
2020-06-04,371,m.facebook.com,referral,mobile
2020-06-04,267,google,cpc,tablet
2020-06-04,55,rtbhouse,cpc,tablet
2020-06-04,551,email,crm,desktop
2020-06-04,317,dv360,cpm,mobile
2020-06-04,4,youtube.com,referral,desktop
2020-06-04,2717,instagram,influencer,mobile
2020-06-04,39,meta,cpc,tablet
2020-06-04,5587,google,cpc,desktop
2020-06-04,197,dv360,cpm,desktop
2020-06-04,24,l.facebook.com,referral,desktop
2020-06-04,115,google,cpm,mobile
2020-06-04,1,youtube,organic_social,mobile
2020-06-04,14,l.facebook.com,referral,mobile
2020-06-04,20,email,crm,tablet
2020-06-04,19798,google,cpc,mobile
2020-06-04,1,youtube.com,referral,tablet
2020-06-04,271,google,organic,tablet
2020-06-04,803,email,crm,mobile
2020-06-04,12,google,cpm,tablet
2020-06-04,6,instagram.com,referral,tablet
2020-06-04,143,l.instagram.com,referral,mobile
2020-06-04,23,instagram,organic_social,desktop
2020-06-04,10,m.facebook.com,referral,tablet
2020-06-04,3544,rtbhouse,cpc,mobile
2020-06-04,2200,rtbhouse,cpc,desktop
2020-06-04,9186,meta,cpc,mobile
2020-06-04,15474,google,organic,mobile
2020-06-04,5,l.instagram.com,referral,desktop
2020-06-04,19,youtube.com,referral,mobile
2020-06-04,1415,instagram.com,referral,mobile
2020-06-04,21,instagram,influencer,desktop
2020-06-04,14,dv360,cpm,tablet
2020-06-05,503,email,crm,mobile
2020-06-05,4153,instagram,organic_social,mobile
2020-06-05,253,m.facebook.com,referral,mobile
2020-06-05,5,instagram.com,referral,tablet
2020-06-05,1222,instagram.com,referral,mobile
2020-06-05,1769,instagram,influencer,mobile
2020-06-05,10,m.facebook.com,referral,tablet
2020-06-05,3440,rtbhouse,cpc,mobile
2020-06-05,19,l.facebook.com,referral,mobile
2020-06-05,1,google,cpm,desktop
2020-06-05,18,instagram,influencer,desktop
2020-06-05,17,instagram,organic_social,desktop
2020-06-05,42,rtbhouse,cpc,tablet
2020-06-05,276,google,organic,tablet
2020-06-05,14829,google,organic,mobile
2020-06-05,6,youtube.com,referral,mobile
2020-06-05,7,google,cpm,tablet
2020-06-05,2,youtube,organic_social,mobile
2020-06-05,1,youtube,cpv,desktop
2020-06-05,211,dv360,cpm,desktop
2020-06-05,288,dv360,cpm,mobile
2020-06-05,14,dv360,cpm,tablet
2020-06-05,3,youtube,cpv,mobile
2020-06-05,2,instagram,influencer,tablet
2020-06-05,222,meta,cpc,desktop
2020-06-05,18651,google,cpc,mobile
2020-06-05,8556,meta,cpc,mobile
2020-06-05,5391,google,cpc,desktop
2020-06-05,4,youtube.com,referral,desktop
2020-06-05,34,meta,cpc,tablet
2020-06-05,228,google,cpc,tablet
2020-06-05,20,l.facebook.com,referral,desktop
2020-06-05,8961,google,organic,desktop
2020-06-05,10,email,crm,tablet
2020-06-05,1,lm.facebook.com,referral,mobile
2020-06-05,374,email,crm,desktop
2020-06-05,102,google,cpm,mobile
2020-06-05,1,l.instagram.com,referral,tablet
2020-06-05,2506,rtbhouse,cpc,desktop
2020-06-05,4,l.instagram.com,referral,desktop
2020-06-05,132,l.instagram.com,referral,mobile
2020-06-05,33,instagram,organic_social,tablet
2020-06-06,2,l.instagram.com,referral,desktop
2020-06-06,2,lm.facebook.com,referral,mobile
2020-06-06,1,l.instagram.com,referral,tablet
2020-06-06,15205,google,organic,mobile
2020-06-06,7,youtube.com,referral,mobile
2020-06-06,1,dv360,cpm,tablet
2020-06-06,9823,meta,cpc,mobile
2020-06-06,115,dv360,cpm,desktop
2020-06-06,302,instagram.com,referral,mobile
2020-06-06,8,l.facebook.com,referral,desktop
2020-06-06,3087,rtbhouse,cpc,mobile
2020-06-06,17,dv360,cpm,mobile
2020-06-06,6569,google,organic,desktop
2020-06-06,21102,google,cpc,mobile
2020-06-06,2,youtube,organic_social,mobile
2020-06-06,10,instagram,influencer,tablet
2020-06-06,1339,rtbhouse,cpc,desktop
2020-06-06,2,youtube,cpv,mobile
2020-06-06,56,rtbhouse,cpc,tablet
2020-06-06,3,youtube.com,referral,desktop
2020-06-06,97,google,cpm,mobile
2020-06-06,289,google,organic,tablet
2020-06-06,15,l.facebook.com,referral,mobile
2020-06-06,261,google,cpc,tablet
2020-06-06,65,m.facebook.com,referral,mobile
2020-06-06,47,meta,cpc,tablet
2020-06-06,271,email,crm,desktop
2020-06-06,2,youtube,cpv,desktop
2020-06-06,174,meta,cpc,desktop
2020-06-06,2992,instagram,influencer,mobile
2020-06-06,11,email,crm,tablet
2020-06-06,650,email,crm,mobile
2020-06-06,18,instagram,influencer,desktop
2020-06-06,4535,google,cpc,desktop
2020-06-06,133,l.instagram.com,referral,mobile
2020-06-06,8,google,cpm,tablet
2020-06-06,83,instagram,organic_social,mobile
2020-06-06,3,instagram,organic_social,desktop
2020-06-07,133,google,cpm,mobile
2020-06-07,270,google,cpc,tablet
2020-06-07,1190,rtbhouse,cpc,desktop
2020-06-07,7,google,cpm,tablet
2020-06-07,2,instagram.com,referral,tablet
2020-06-07,13,instagram,influencer,desktop
2020-06-07,7,instagram,influencer,tablet
2020-06-07,160,meta,cpc,desktop
2020-06-07,142,l.instagram.com,referral,mobile
2020-06-07,5,youtube,cpv,mobile
2020-06-07,1,instagram.com,referral,desktop
2020-06-07,52,rtbhouse,cpc,tablet
2020-06-07,15963,google,organic,mobile
2020-06-07,94,m.facebook.com,referral,mobile
2020-06-07,3,l.instagram.com,referral,tablet
2020-06-07,4151,google,cpc,desktop
2020-06-07,122,dv360,cpm,desktop
2020-06-07,9,email,crm,tablet
2020-06-07,2,youtube,cpv,desktop
2020-06-07,2,instagram,organic_social,desktop
2020-06-07,247,email,crm,desktop
2020-06-07,1511,instagram,influencer,mobile
2020-06-07,9,dv360,cpm,mobile
2020-06-07,2,google,cpm,desktop
2020-06-07,306,google,organic,tablet
2020-06-07,600,email,crm,mobile
2020-06-07,10,l.facebook.com,referral,mobile
2020-06-07,3456,rtbhouse,cpc,mobile
2020-06-07,5978,google,organic,desktop
2020-06-07,11393,meta,cpc,mobile
2020-06-07,13,l.facebook.com,referral,desktop
2020-06-07,1,lm.facebook.com,referral,mobile
2020-06-07,47,meta,cpc,tablet
2020-06-07,69,instagram,organic_social,mobile
2020-06-07,294,instagram.com,referral,mobile
2020-06-07,22,youtube.com,referral,mobile
2020-06-07,4,youtube.com,referral,desktop
2020-06-07,10,l.instagram.com,referral,desktop
2020-06-07,22357,google,cpc,mobile
2020-06-08,16,youtube.com,referral,mobile
2020-06-08,12,instagram,influencer,desktop
2020-06-08,335,instagram.com,referral,mobile
2020-06-08,6,email,crm,tablet
2020-06-08,181,youtube,cpv,desktop
2020-06-08,552,email,crm,desktop
2020-06-08,700,email,crm,mobile
2020-06-08,60,meta,cpc,tablet
2020-06-08,267,meta,cpc,desktop
2020-06-08,2,lm.facebook.com,referral,mobile
2020-06-08,102,m.facebook.com,referral,mobile
2020-06-08,2,dv360,cpm,tablet
2020-06-08,3,youtube.com,referral,desktop
2020-06-08,6,youtube,cpv,mobile
2020-06-08,10,l.facebook.com,referral,mobile
2020-06-08,2552,rtbhouse,cpc,desktop
2020-06-08,138,l.instagram.com,referral,mobile
2020-06-08,1,m.facebook.com,referral,desktop
2020-06-08,12087,meta,cpc,mobile
2020-06-08,1,youtube.com,referral,tablet
2020-06-08,17,dv360,cpm,mobile
2020-06-08,10436,google,organic,desktop
2020-06-08,14856,google,organic,mobile
2020-06-08,5,instagram,organic_social,desktop
2020-06-08,1,instagram,influencer,tablet
2020-06-08,10,instagram,organic_social,tablet
2020-06-08,2,l.instagram.com,referral,desktop
2020-06-08,2,google,cpm,desktop
2020-06-08,973,instagram,influencer,mobile
2020-06-08,246,google,organic,tablet
2020-06-08,736,instagram,organic_social,mobile
2020-06-08,232,google,cpc,tablet
2020-06-08,197,dv360,cpm,desktop
2020-06-08,17,l.facebook.com,referral,desktop
2020-06-08,2,l.instagram.com,referral,tablet
2020-06-08,2622,rtbhouse,cpc,mobile
2020-06-08,42,rtbhouse,cpc,tablet
2020-06-08,247,google,cpm,mobile
2020-06-08,19805,google,cpc,mobile
2020-06-08,14,google,cpm,tablet
2020-06-08,6607,google,cpc,desktop
2020-06-09,147,dv360,cpm,desktop
2020-06-09,17,instagram,influencer,desktop
2020-06-09,8,instagram,influencer,tablet
2020-06-09,31,google,cpm,tablet
2020-06-09,90,youtube,cpv,desktop
2020-06-09,1,l.facebook.com,referral,tablet
2020-06-09,2,youtube,organic_social,mobile
2020-06-09,340,meta,cpc,desktop
2020-06-09,1175,instagram,influencer,mobile
2020-06-09,6600,google,cpc,desktop
2020-06-09,53,m.facebook.com,referral,mobile
2020-06-09,495,instagram,organic_social,mobile
2020-06-09,1,dv360,cpm,tablet
2020-06-09,1,lm.facebook.com,referral,mobile
2020-06-09,268,google,organic,tablet
2020-06-09,327,google,cpm,mobile
2020-06-09,4,instagram,organic_social,desktop
2020-06-09,7,youtube,cpv,mobile
2020-06-09,2414,rtbhouse,cpc,desktop
2020-06-09,1,instagram,cpc,mobile
2020-06-09,236,google,cpc,tablet
2020-06-09,8,l.instagram.com,referral,desktop
2020-06-09,13,l.facebook.com,referral,desktop
2020-06-09,11488,meta,cpc,mobile
2020-06-09,14279,google,organic,mobile
2020-06-09,10,youtube.com,referral,mobile
2020-06-09,652,email,crm,mobile
2020-06-09,2,l.instagram.com,referral,tablet
2020-06-09,2069,rtbhouse,cpc,mobile
2020-06-09,16,dv360,cpm,mobile
2020-06-09,2,instagram.com,referral,tablet
2020-06-09,1,youtube,organic_social,desktop
2020-06-09,2,youtube.com,referral,desktop
2020-06-09,22,rtbhouse,cpc,tablet
2020-06-09,64,meta,cpc,tablet
2020-06-09,319,instagram.com,referral,mobile
2020-06-09,10081,google,organic,desktop
2020-06-09,19,l.facebook.com,referral,mobile
2020-06-09,10,email,crm,tablet
2020-06-09,2,google,cpm,desktop
2020-06-09,95,l.instagram.com,referral,mobile
2020-06-09,447,email,crm,desktop
2020-06-09,19494,google,cpc,mobile
2020-06-10,14,l.facebook.com,referral,mobile
2020-06-10,146,dv360,cpm,desktop
2020-06-10,10761,meta,cpc,mobile
2020-06-10,13,l.facebook.com,referral,desktop
2020-06-10,20,rtbhouse,cpc,tablet
2020-06-10,14195,google,organic,mobile
2020-06-10,9505,google,organic,desktop
2020-06-10,5,l.instagram.com,referral,desktop
2020-06-10,269,email,crm,desktop
2020-06-10,1,youtube,cpv,tablet
2020-06-10,258,google,organic,tablet
2020-06-10,13,instagram,organic_social,desktop
2020-06-10,5,email,crm,tablet
2020-06-10,57,google,cpm,tablet
2020-06-10,337,instagram.com,referral,mobile
2020-06-10,360,email,crm,mobile
2020-06-10,609,google,cpm,mobile
2020-06-10,71,m.facebook.com,referral,mobile
2020-06-10,12,youtube,cpv,mobile
2020-06-10,1,m.facebook.com,referral,tablet
2020-06-10,3,instagram,influencer,tablet
2020-06-10,1050,instagram,influencer,mobile
2020-06-10,69,youtube,cpv,desktop
2020-06-10,51,meta,cpc,tablet
2020-06-10,18795,google,cpc,mobile
2020-06-10,243,google,cpc,tablet
2020-06-10,288,meta,cpc,desktop
2020-06-10,6201,google,cpc,desktop
2020-06-10,1008,instagram,organic_social,mobile
2020-06-10,7,instagram,influencer,desktop
2020-06-10,4,lm.facebook.com,referral,mobile
2020-06-10,2105,rtbhouse,cpc,mobile
2020-06-10,6,instagram,organic_social,tablet
2020-06-10,14,dv360,cpm,mobile
2020-06-10,97,l.instagram.com,referral,mobile
2020-06-10,2319,rtbhouse,cpc,desktop
2020-06-10,7,google,cpm,desktop
2020-06-10,4,youtube.com,referral,desktop
2020-06-10,3,dv360,cpm,tablet
2020-06-10,9,youtube.com,referral,mobile
2020-06-11,6,l.instagram.com,referral,desktop
2020-06-11,3,m.facebook.com,referral,tablet
2020-06-11,3,instagram,influencer,tablet
2020-06-11,6294,google,cpc,desktop
2020-06-11,2281,rtbhouse,cpc,desktop
2020-06-11,3,youtube,cpv,tablet
2020-06-11,299,google,organic,tablet
2020-06-11,2,l.instagram.com,referral,tablet
2020-06-11,1,lm.facebook.com,referral,mobile
2020-06-11,18,l.facebook.com,referral,desktop
2020-06-11,23,instagram,organic_social,tablet
2020-06-11,35,youtube,cpv,mobile
2020-06-11,5,email,crm,tablet
2020-06-11,274,meta,cpc,desktop
2020-06-11,9620,google,organic,desktop
2020-06-11,219,m.facebook.com,referral,mobile
2020-06-11,3588,instagram,organic_social,mobile
2020-06-11,43,meta,cpc,tablet
2020-06-11,9743,meta,cpc,mobile
2020-06-11,1,dv360,cpm,tablet
2020-06-11,3,instagram.com,referral,tablet
2020-06-11,2,youtube,organic_social,desktop
2020-06-11,137,l.instagram.com,referral,mobile
2020-06-11,150,dv360,cpm,mobile
2020-06-11,2,google,cpm,desktop
2020-06-11,10,instagram,influencer,desktop
2020-06-11,63,google,cpm,tablet
2020-06-11,18639,google,cpc,mobile
2020-06-11,1084,instagram.com,referral,mobile
2020-06-11,22,l.facebook.com,referral,mobile
2020-06-11,239,email,crm,desktop
2020-06-11,20,youtube.com,referral,mobile
2020-06-11,1,instagram.com,referral,desktop
2020-06-11,14649,google,organic,mobile
2020-06-11,1,youtube.com,referral,tablet
2020-06-11,26,instagram,organic_social,desktop
2020-06-11,3,youtube.com,referral,desktop
2020-06-11,217,google,cpc,tablet
2020-06-11,1,l.facebook.com,referral,tablet
2020-06-11,1299,instagram,influencer,mobile
2020-06-11,29,rtbhouse,cpc,tablet
2020-06-11,314,email,crm,mobile
2020-06-11,1977,rtbhouse,cpc,mobile
2020-06-11,587,google,cpm,mobile
2020-06-11,144,dv360,cpm,desktop
2020-06-11,95,youtube,cpv,desktop
2020-06-12,4,l.instagram.com,referral,desktop
2020-06-12,8,dv360,cpm,tablet
2020-06-12,8985,google,cpc,desktop
2020-06-12,261,dv360,cpm,mobile
2020-06-12,7377,google,organic,desktop
2020-06-12,11,instagram,organic_social,desktop
2020-06-12,19,instagram,influencer,desktop
2020-06-12,26,l.facebook.com,referral,mobile
2020-06-12,121,l.instagram.com,referral,mobile
2020-06-12,1916,rtbhouse,cpc,mobile
2020-06-12,78,google,cpm,tablet
2020-06-12,3,google,cpm,desktop
2020-06-12,353,email,crm,desktop
2020-06-12,13,youtube.com,referral,desktop
2020-06-12,340,email,crm,mobile
2020-06-12,11652,google,organic,mobile
2020-06-12,220,google,organic,tablet
2020-06-12,23412,google,cpc,mobile
2020-06-12,2100,rtbhouse,cpc,desktop
2020-06-12,1,instagram.com,referral,tablet
2020-06-12,9219,meta,cpc,mobile
2020-06-12,38,meta,cpc,tablet
2020-06-12,1,m.facebook.com,referral,desktop
2020-06-12,773,instagram.com,referral,mobile
2020-06-12,691,google,cpm,mobile
2020-06-12,1636,instagram,influencer,mobile
2020-06-12,4,lm.facebook.com,referral,mobile
2020-06-12,307,meta,cpc,desktop
2020-06-12,15,l.facebook.com,referral,desktop
2020-06-12,191,youtube,cpv,desktop
2020-06-12,11,email,crm,tablet
2020-06-12,22,rtbhouse,cpc,tablet
2020-06-12,98,dv360,cpm,desktop
2020-06-12,238,m.facebook.com,referral,mobile
2020-06-12,10,instagram,organic_social,tablet
2020-06-12,62,youtube,cpv,mobile
2020-06-12,360,google,cpc,tablet
2020-06-12,2154,instagram,organic_social,mobile
2020-06-12,7,instagram,influencer,tablet
2020-06-12,13,youtube.com,referral,mobile
2020-06-12,4,m.facebook.com,referral,tablet
2020-06-13,2216,rtbhouse,cpc,mobile
2020-06-13,13872,google,organic,mobile
2020-06-13,120,l.instagram.com,referral,mobile
2020-06-13,318,google,cpc,tablet
2020-06-13,180,email,crm,desktop
2020-06-13,5797,google,organic,desktop
2020-06-13,5,instagram,organic_social,tablet
2020-06-13,11,l.facebook.com,referral,desktop
2020-06-13,284,instagram.com,referral,mobile
2020-06-13,1,youtube,organic_social,desktop
2020-06-13,18,instagram,influencer,desktop
2020-06-13,5,instagram,influencer,tablet
2020-06-13,23486,google,cpc,mobile
2020-06-13,6,google,cpm,desktop
2020-06-13,3,l.instagram.com,referral,desktop
2020-06-13,1,l.instagram.com,referral,tablet
2020-06-13,1159,rtbhouse,cpc,desktop
2020-06-13,345,instagram,organic_social,mobile
2020-06-13,11,email,crm,tablet
2020-06-13,5512,google,cpc,desktop
2020-06-13,10,youtube.com,referral,desktop
2020-06-13,1575,instagram,influencer,mobile
2020-06-13,732,google,cpm,mobile
2020-06-13,91,google,cpm,tablet
2020-06-13,184,youtube,cpv,desktop
2020-06-13,10994,meta,cpc,mobile
2020-06-13,24,l.facebook.com,referral,mobile
2020-06-13,1,instagram.com,referral,tablet
2020-06-13,277,google,organic,tablet
2020-06-13,34,youtube,cpv,mobile
2020-06-13,86,m.facebook.com,referral,mobile
2020-06-13,1,youtube,organic_social,mobile
2020-06-13,28,rtbhouse,cpc,tablet
2020-06-13,11,youtube.com,referral,mobile
2020-06-13,21,dv360,cpm,mobile
2020-06-13,206,meta,cpc,desktop
2020-06-13,69,dv360,cpm,desktop
2020-06-13,558,email,crm,mobile
2020-06-13,49,meta,cpc,tablet
2020-06-14,534,instagram,organic_social,mobile
2020-06-14,5,google,cpm,desktop
2020-06-14,5755,google,organic,desktop
2020-06-14,23,l.facebook.com,referral,mobile
2020-06-14,11881,meta,cpc,mobile
2020-06-14,44,meta,cpc,tablet
2020-06-14,257,google,cpc,tablet
2020-06-14,11,instagram,influencer,desktop
2020-06-14,3,instagram,organic_social,desktop
2020-06-14,14,youtube.com,referral,mobile
2020-06-14,324,google,organic,tablet
2020-06-14,15414,google,organic,mobile
2020-06-14,963,rtbhouse,cpc,desktop
2020-06-14,2,instagram.com,referral,desktop
2020-06-14,11,youtube,cpv,mobile
2020-06-14,10,youtube.com,referral,desktop
2020-06-14,2,instagram,influencer,tablet
2020-06-14,672,instagram,influencer,mobile
2020-06-14,131,youtube,cpv,desktop
2020-06-14,15,dv360,cpm,mobile
2020-06-14,840,google,cpm,mobile
2020-06-14,20677,google,cpc,mobile
2020-06-14,4,l.facebook.com,referral,desktop
2020-06-14,2295,rtbhouse,cpc,mobile
2020-06-14,72,google,cpm,tablet
2020-06-14,1,m.facebook.com,referral,tablet
2020-06-14,170,meta,cpc,desktop
2020-06-14,1,youtube,organic_social,mobile
2020-06-14,401,email,crm,mobile
2020-06-14,4,instagram,organic_social,tablet
2020-06-14,8,email,crm,tablet
2020-06-14,296,instagram.com,referral,mobile
2020-06-14,161,email,crm,desktop
2020-06-14,22,rtbhouse,cpc,tablet
2020-06-14,2,l.instagram.com,referral,desktop
2020-06-14,95,l.instagram.com,referral,mobile
2020-06-14,3606,google,cpc,desktop
2020-06-14,72,m.facebook.com,referral,mobile
2020-06-14,79,dv360,cpm,desktop
2020-06-15,9,l.facebook.com,referral,desktop
2020-06-15,3,youtube.com,referral,desktop
2020-06-15,80,dv360,cpm,desktop
2020-06-15,417,email,crm,desktop
2020-06-15,6247,google,cpc,desktop
2020-06-15,1,youtube,organic_social,mobile
2020-06-15,14707,google,organic,mobile
2020-06-15,83,google,cpm,tablet
2020-06-15,2266,rtbhouse,cpc,desktop
2020-06-15,22,dv360,cpm,mobile
2020-06-15,12,youtube.com,referral,mobile
2020-06-15,2,google,cpm,desktop
2020-06-15,3,instagram,influencer,tablet
2020-06-15,1,l.instagram.com,referral,tablet
2020-06-15,7,instagram,organic_social,tablet
2020-06-15,6,l.instagram.com,referral,desktop
2020-06-15,418,email,crm,mobile
2020-06-15,96,l.instagram.com,referral,mobile
2020-06-15,205,google,cpc,tablet
2020-06-15,8,email,crm,tablet
2020-06-15,23,rtbhouse,cpc,tablet
2020-06-15,15,l.facebook.com,referral,mobile
2020-06-15,751,instagram,organic_social,mobile
2020-06-15,2,m.facebook.com,referral,tablet
2020-06-15,101,m.facebook.com,referral,mobile
2020-06-15,1833,rtbhouse,cpc,mobile
2020-06-15,11,youtube,cpv,mobile
2020-06-15,46,meta,cpc,tablet
2020-06-15,244,instagram.com,referral,mobile
2020-06-15,10377,google,organic,desktop
2020-06-15,2,lm.facebook.com,referral,mobile
2020-06-15,18109,google,cpc,mobile
2020-06-15,102,youtube,cpv,desktop
2020-06-15,10440,meta,cpc,mobile
2020-06-15,289,google,organic,tablet
2020-06-15,7,instagram,organic_social,desktop
2020-06-15,834,google,cpm,mobile
2020-06-15,2254,instagram,influencer,mobile
2020-06-15,3,dv360,cpm,tablet
2020-06-15,267,meta,cpc,desktop
2020-06-15,30,instagram,influencer,desktop
2020-06-16,860,google,cpm,mobile
2020-06-16,29,instagram,influencer,desktop
2020-06-16,24,rtbhouse,cpc,tablet
2020-06-16,202,meta,cpc,desktop
2020-06-16,3,instagram,organic_social,desktop
2020-06-16,3,lm.facebook.com,referral,mobile
2020-06-16,10,email,crm,tablet
2020-06-16,205,google,cpc,tablet
2020-06-16,8166,meta,cpc,mobile
2020-06-16,2,google,cpm,desktop
2020-06-16,4,l.instagram.com,referral,desktop
2020-06-16,8,l.facebook.com,referral,mobile
2020-06-16,8,l.facebook.com,referral,desktop
2020-06-16,1,youtube,cpv,tablet
2020-06-16,298,email,crm,desktop
2020-06-16,18,dv360,cpm,mobile
2020-06-16,3,youtube.com,referral,desktop
2020-06-16,10,youtube.com,referral,mobile
2020-06-16,77,m.facebook.com,referral,mobile
2020-06-16,86,dv360,cpm,desktop
2020-06-16,496,instagram,organic_social,mobile
2020-06-16,1793,instagram,influencer,mobile
2020-06-16,2,youtube,organic_social,mobile
2020-06-16,1820,rtbhouse,cpc,mobile
2020-06-16,215,instagram.com,referral,mobile
2020-06-16,269,google,organic,tablet
2020-06-16,39,youtube,cpv,desktop
2020-06-16,10033,google,organic,desktop
2020-06-16,1,instagram,influencer,tablet
2020-06-16,5651,google,cpc,desktop
2020-06-16,24,youtube,cpv,mobile
2020-06-16,16011,google,cpc,mobile
2020-06-16,337,email,crm,mobile
2020-06-16,100,google,cpm,tablet
2020-06-16,82,l.instagram.com,referral,mobile
2020-06-16,14111,google,organic,mobile
2020-06-16,34,meta,cpc,tablet
2020-06-16,2213,rtbhouse,cpc,desktop
2020-06-16,1,m.facebook.com,referral,tablet
2020-06-16,10,instagram,organic_social,tablet
2020-06-17,199,instagram.com,referral,mobile
2020-06-17,14689,google,cpc,mobile
2020-06-17,6,email,crm,tablet
2020-06-17,17,google,cpm,desktop
2020-06-17,17,dv360,cpm,mobile
2020-06-17,35,meta,cpc,tablet
2020-06-17,5,instagram,influencer,tablet
2020-06-17,10002,google,organic,desktop
2020-06-17,1,youtube,organic_social,mobile
2020-06-17,200,google,cpc,tablet
2020-06-17,4,l.facebook.com,referral,desktop
2020-06-17,8567,meta,cpc,mobile
2020-06-17,14,youtube,cpv,mobile
2020-06-17,21,rtbhouse,cpc,tablet
2020-06-17,4,youtube.com,referral,desktop
2020-06-17,273,email,crm,desktop
2020-06-17,5467,google,cpc,desktop
2020-06-17,1962,rtbhouse,cpc,desktop
2020-06-17,55,m.facebook.com,referral,mobile
2020-06-17,1,lm.facebook.com,referral,mobile
2020-06-17,1,instagram,cpc,mobile
2020-06-17,17,instagram,influencer,desktop
2020-06-17,102,l.instagram.com,referral,mobile
2020-06-17,5,l.instagram.com,referral,desktop
2020-06-17,1775,rtbhouse,cpc,mobile
2020-06-17,14798,google,organic,mobile
2020-06-17,827,instagram,organic_social,mobile
2020-06-17,1,m.facebook.com,referral,tablet
2020-06-17,756,google,cpm,mobile
2020-06-17,3,instagram,organic_social,desktop
2020-06-17,11,l.facebook.com,referral,mobile
2020-06-17,5,instagram,organic_social,tablet
2020-06-17,1387,instagram,influencer,mobile
2020-06-17,86,google,cpm,tablet
2020-06-17,332,email,crm,mobile
2020-06-17,8,youtube.com,referral,mobile
2020-06-17,5,youtube,cpv,desktop
2020-06-17,106,dv360,cpm,desktop
2020-06-17,277,google,organic,tablet
2020-06-17,1,youtube,organic_social,tablet
2020-06-17,296,meta,cpc,desktop
2020-06-18,2668,rtbhouse,cpc,mobile
2020-06-18,106,dv360,cpm,desktop
2020-06-18,43,instagram,influencer,desktop
2020-06-18,1239,email,crm,mobile
2020-06-18,116,l.instagram.com,referral,mobile
2020-06-18,5228,instagram,influencer,mobile
2020-06-18,547,instagram,organic_social,mobile
2020-06-18,3460,rtbhouse,cpc,desktop
2020-06-18,6,youtube,cpv,mobile
2020-06-18,10,youtube,cpv,desktop
2020-06-18,1,l.instagram.com,referral,tablet
2020-06-18,12696,google,organic,desktop
2020-06-18,1,instagram,organic_social,tablet
2020-06-18,1,instagram,cpc,mobile
2020-06-18,28,email,crm,tablet
2020-06-18,9,instagram,influencer,tablet
2020-06-18,7903,meta,cpc,mobile
2020-06-18,3,youtube,organic_social,desktop
2020-06-18,32,meta,cpc,tablet
2020-06-18,1004,email,crm,desktop
2020-06-18,8,youtube.com,referral,mobile
2020-06-18,1,instagram.com,referral,tablet
2020-06-18,1,youtube,organic_social,mobile
2020-06-18,22314,google,cpc,mobile
2020-06-18,6,google,cpm,desktop
2020-06-18,3,lm.facebook.com,referral,mobile
2020-06-18,15,l.facebook.com,referral,desktop
2020-06-18,274,instagram.com,referral,mobile
2020-06-18,642,google,cpm,mobile
2020-06-18,90,m.facebook.com,referral,mobile
2020-06-18,270,meta,cpc,desktop
2020-06-18,299,google,organic,tablet
2020-06-18,1,instagram,organic_social,desktop
2020-06-18,32,google,cpm,tablet
2020-06-18,18104,google,organic,mobile
2020-06-18,8277,google,cpc,desktop
2020-06-18,5,l.instagram.com,referral,desktop
2020-06-18,7,l.facebook.com,referral,mobile
2020-06-18,303,google,cpc,tablet
2020-06-18,23,dv360,cpm,mobile
2020-06-18,2,dv360,cpm,tablet
2020-06-18,37,rtbhouse,cpc,tablet
2020-06-18,5,youtube.com,referral,desktop
2020-06-19,3,instagram.com,referral,tablet
2020-06-19,1,instagram,organic_social,tablet
2020-06-19,18170,google,organic,mobile
2020-06-19,8095,google,cpc,desktop
2020-06-19,2,lm.facebook.com,referral,mobile
2020-06-19,94,m.facebook.com,referral,mobile
2020-06-19,5,youtube,cpv,desktop
2020-06-19,6,google,cpm,desktop
2020-06-19,348,google,organic,tablet
2020-06-19,16,l.facebook.com,referral,mobile
2020-06-19,2,m.facebook.com,referral,tablet
2020-06-19,2,l.instagram.com,referral,tablet
2020-06-19,50,google,cpm,tablet
2020-06-19,695,google,cpm,mobile
2020-06-19,2,youtube,organic_social,mobile
2020-06-19,23691,google,cpc,mobile
2020-06-19,1,dv360,cpm,tablet
2020-06-19,713,email,crm,desktop
2020-06-19,9,instagram,influencer,tablet
2020-06-19,3103,rtbhouse,cpc,mobile
2020-06-19,10,l.instagram.com,referral,desktop
2020-06-19,4086,instagram,influencer,mobile
2020-06-19,259,instagram,organic_social,mobile
2020-06-19,330,instagram.com,referral,mobile
2020-06-19,34,dv360,cpm,mobile
2020-06-19,5,youtube.com,referral,desktop
2020-06-19,38,rtbhouse,cpc,tablet
2020-06-19,2948,rtbhouse,cpc,desktop
2020-06-19,294,google,cpc,tablet
2020-06-19,266,meta,cpc,desktop
2020-06-19,12210,google,organic,desktop
